,Id,Abstract,Category
2541,2541,[1. 0. 0. ... 0. 0. 0.],cond-mat.mtrl-sci
2542,2542,[0. 0. 0. ... 0. 0. 0.],hep-th
2543,2543,[0. 0. 0. ... 0. 0. 0.],gr-qc
2544,2544,[0. 0. 0. ... 0. 0. 0.],hep-th
2545,2545,[1. 0. 0. ... 0. 0. 0.],cond-mat.mes-hall
2546,2546,[0. 0. 0. ... 0. 0. 0.],math.AP
2547,2547,[0. 0. 0. ... 0. 0. 0.],math.CO
2548,2548,[0. 0. 0. ... 0. 0. 0.],gr-qc
2549,2549,[0. 0. 0. ... 0. 0. 0.],astro-ph
2550,2550,[0. 0. 0. ... 0. 0. 0.],physics.optics
2551,2551,[0. 0. 0. ... 0. 0. 0.],quant-ph
2552,2552,[0. 0. 0. ... 0. 0. 0.],hep-ph
2553,2553,[0. 0. 0. ... 0. 0. 0.],astro-ph.SR
2554,2554,[0. 0. 0. ... 0. 0. 0.],hep-ph
2555,2555,[0. 0. 0. ... 0. 0. 0.],math.AP
2556,2556,[0. 0. 0. ... 0. 0. 0.],hep-ph
2557,2557,[0. 0. 0. ... 0. 0. 0.],astro-ph.CO
2558,2558,[0. 0. 0. ... 0. 0. 0.],astro-ph.CO
2559,2559,[0. 0. 0. ... 0. 0. 0.],stat.ML
2560,2560,[0. 0. 0. ... 0. 0. 0.],astro-ph.GA
2561,2561,[0. 0. 0. ... 0. 0. 0.],astro-ph
2562,2562,[0. 0. 0. ... 0. 0. 0.],math.CO
2563,2563,[0. 0. 0. ... 0. 0. 0.],cond-mat.mes-hall
2564,2564,[0. 0. 0. ... 0. 0. 0.],astro-ph.CO
2565,2565,[0. 0. 0. ... 0. 0. 0.],astro-ph.SR
2566,2566,[0. 0. 0. ... 0. 0. 0.],math.CO
2567,2567,[0. 0. 0. ... 0. 0. 0.],astro-ph
2568,2568,[0. 0. 0. ... 0. 0. 0.],math.AP
2569,2569,[1. 0. 0. ... 0. 0. 0.],cond-mat.mes-hall
2570,2570,[0. 0. 0. ... 0. 0. 0.],math.CO
2571,2571,[0. 0. 0. ... 0. 0. 0.],astro-ph.SR
2572,2572,[0. 0. 0. ... 0. 0. 0.],physics.optics
2573,2573,[0. 0. 0. ... 0. 0. 0.],gr-qc
2574,2574,[0. 0. 0. ... 0. 0. 0.],astro-ph.CO
2575,2575,[0. 0. 0. ... 0. 0. 0.],hep-ph
2576,2576,[1. 0. 0. ... 0. 0. 0.],physics.optics
2577,2577,[0. 0. 0. ... 0. 0. 0.],quant-ph
2578,2578,[0. 0. 0. ... 0. 0. 0.],gr-qc
2579,2579,[0. 0. 0. ... 0. 0. 0.],quant-ph
2580,2580,[0. 0. 0. ... 0. 0. 0.],physics.optics
2581,2581,[0. 0. 0. ... 0. 0. 0.],stat.ML
2582,2582,[0. 0. 0. ... 0. 0. 0.],astro-ph.CO
2583,2583,[0. 0. 0. ... 0. 0. 0.],astro-ph
2584,2584,[0. 0. 0. ... 0. 0. 0.],cond-mat.mes-hall
2585,2585,[0. 0. 0. ... 0. 0. 0.],hep-th
2586,2586,[0. 0. 0. ... 0. 0. 0.],hep-ph
2587,2587,[0. 0. 0. ... 0. 0. 0.],gr-qc
2588,2588,[0. 0. 0. ... 0. 0. 0.],cond-mat.mes-hall
2589,2589,[0. 0. 0. ... 0. 0. 0.],astro-ph
2590,2590,[0. 0. 0. ... 0. 0. 0.],stat.ML
2591,2591,[0. 0. 0. ... 0. 0. 0.],astro-ph.SR
2592,2592,[1. 0. 0. ... 0. 0. 0.],cond-mat.mes-hall
2593,2593,[0. 0. 0. ... 0. 0. 0.],physics.optics
2594,2594,[0. 0. 0. ... 0. 0. 0.],stat.ML
2595,2595,[0. 0. 0. ... 0. 0. 0.],gr-qc
2596,2596,[1. 0. 0. ... 0. 0. 0.],cond-mat.mes-hall
2597,2597,[0. 0. 0. ... 0. 0. 0.],stat.ML
2598,2598,[0. 0. 0. ... 0. 0. 0.],astro-ph.CO
2599,2599,[0. 0. 0. ... 0. 0. 0.],physics.optics
2600,2600,[1. 0. 0. ... 0. 0. 0.],math.AP
2601,2601,[0. 0. 0. ... 0. 0. 0.],cond-mat.mes-hall
2602,2602,[0. 0. 0. ... 0. 0. 0.],math.CO
2603,2603,[0. 0. 0. ... 0. 0. 0.],math.CO
2604,2604,[0. 0. 0. ... 0. 0. 0.],cs.LG
2605,2605,[1. 0. 0. ... 0. 0. 0.],gr-qc
2606,2606,[0. 0. 0. ... 0. 0. 0.],math.AP
2607,2607,[0. 0. 0. ... 0. 0. 0.],astro-ph
2608,2608,[0. 0. 0. ... 0. 0. 0.],hep-th
2609,2609,[0. 0. 0. ... 0. 0. 0.],cond-mat.mes-hall
2610,2610,[0. 0. 0. ... 0. 0. 0.],cs.LG
2611,2611,[0. 0. 0. ... 0. 0. 0.],hep-th
2612,2612,[0. 0. 0. ... 0. 0. 0.],hep-ph
2613,2613,[0. 0. 0. ... 0. 0. 0.],cond-mat.mes-hall
2614,2614,[0. 0. 0. ... 0. 0. 0.],math.CO
2615,2615,[1. 0. 0. ... 0. 0. 0.],math.AP
2616,2616,[0. 0. 0. ... 0. 0. 0.],cond-mat.mes-hall
2617,2617,[0. 0. 0. ... 0. 0. 0.],astro-ph.GA
2618,2618,[0. 0. 0. ... 0. 0. 0.],math.CO
2619,2619,[0. 0. 0. ... 0. 0. 0.],astro-ph
2620,2620,[0. 0. 0. ... 0. 0. 0.],cond-mat.mtrl-sci
2621,2621,[0. 0. 0. ... 0. 0. 0.],math.AP
2622,2622,[0. 0. 0. ... 0. 0. 0.],astro-ph.CO
2623,2623,[0. 0. 0. ... 0. 0. 0.],stat.ML
2624,2624,[0. 0. 0. ... 0. 0. 0.],math.CO
2625,2625,[0. 0. 1. ... 0. 0. 0.],astro-ph.SR
2626,2626,[0. 0. 0. ... 0. 0. 0.],gr-qc
2627,2627,[0. 0. 0. ... 0. 0. 0.],physics.optics
2628,2628,[1. 0. 0. ... 0. 0. 0.],gr-qc
2629,2629,[0. 0. 0. ... 0. 0. 0.],math.AP
2630,2630,[0. 0. 0. ... 0. 0. 0.],quant-ph
2631,2631,[0. 0. 0. ... 0. 0. 0.],math.CO
2632,2632,[0. 0. 0. ... 0. 0. 0.],cs.LG
2633,2633,[0. 0. 0. ... 0. 0. 0.],cs.LG
2634,2634,[0. 0. 0. ... 0. 0. 0.],cs.LG
2635,2635,[0. 0. 0. ... 0. 0. 0.],physics.optics
2636,2636,[0. 0. 0. ... 0. 0. 0.],astro-ph
2637,2637,[0. 0. 0. ... 0. 0. 0.],hep-ph
2638,2638,[0. 0. 1. ... 0. 0. 0.],astro-ph.SR
2639,2639,[0. 0. 0. ... 0. 0. 0.],quant-ph
2640,2640,[0. 0. 0. ... 0. 0. 0.],hep-th
2641,2641,[0. 0. 0. ... 0. 0. 0.],cond-mat.mes-hall
2642,2642,[0. 0. 0. ... 0. 0. 0.],hep-th
2643,2643,[0. 0. 0. ... 0. 0. 0.],astro-ph
2644,2644,[0. 0. 0. ... 0. 0. 0.],math.CO
2645,2645,[0. 0. 0. ... 0. 0. 0.],physics.optics
2646,2646,[0. 0. 1. ... 0. 0. 0.],astro-ph.SR
2647,2647,[0. 0. 0. ... 0. 0. 0.],quant-ph
2648,2648,[0. 0. 0. ... 0. 0. 0.],math.CO
2649,2649,[0. 0. 0. ... 0. 0. 0.],stat.ML
2650,2650,[0. 0. 0. ... 0. 0. 0.],gr-qc
2651,2651,[1. 0. 0. ... 0. 0. 0.],cond-mat.mes-hall
2652,2652,[0. 0. 1. ... 0. 0. 0.],astro-ph.SR
2653,2653,[0. 0. 0. ... 0. 0. 0.],astro-ph
2654,2654,[0. 0. 0. ... 0. 0. 0.],astro-ph.CO
2655,2655,[0. 0. 0. ... 0. 0. 0.],stat.ML
2656,2656,[0. 0. 0. ... 0. 0. 0.],astro-ph
2657,2657,[0. 0. 0. ... 0. 0. 0.],astro-ph
2658,2658,[0. 0. 0. ... 0. 0. 0.],math.AP
2659,2659,[0. 0. 0. ... 0. 0. 0.],astro-ph.GA
2660,2660,[0. 0. 0. ... 0. 0. 0.],cs.LG
2661,2661,[0. 0. 0. ... 0. 0. 0.],astro-ph
2662,2662,[0. 0. 0. ... 0. 0. 0.],stat.ML
2663,2663,[1. 0. 0. ... 0. 0. 0.],cond-mat.mes-hall
2664,2664,[0. 0. 1. ... 0. 0. 0.],astro-ph.GA
2665,2665,[0. 0. 0. ... 0. 0. 0.],math.CO
2666,2666,[0. 0. 0. ... 0. 0. 0.],cs.LG
2667,2667,[0. 0. 0. ... 0. 0. 0.],quant-ph
2668,2668,[0. 0. 0. ... 0. 0. 0.],astro-ph.CO
2669,2669,[0. 0. 0. ... 0. 0. 0.],astro-ph
2670,2670,[0. 0. 0. ... 0. 0. 0.],cs.LG
2671,2671,[0. 0. 0. ... 0. 0. 0.],astro-ph.GA
2672,2672,[0. 0. 0. ... 0. 0. 0.],astro-ph.SR
2673,2673,[1. 0. 0. ... 0. 0. 0.],cs.LG
2674,2674,[0. 0. 0. ... 0. 0. 0.],math.AP
2675,2675,[0. 0. 0. ... 0. 0. 0.],hep-th
2676,2676,[0. 0. 0. ... 0. 0. 0.],cond-mat.mtrl-sci
2677,2677,[0. 0. 0. ... 0. 0. 0.],quant-ph
2678,2678,[0. 0. 0. ... 0. 0. 0.],quant-ph
2679,2679,[0. 0. 0. ... 0. 0. 0.],astro-ph
2680,2680,[0. 0. 0. ... 0. 0. 0.],hep-ph
2681,2681,[0. 0. 0. ... 0. 0. 0.],astro-ph
2682,2682,[0. 0. 0. ... 0. 0. 0.],physics.optics
2683,2683,[1. 0. 1. ... 0. 0. 0.],astro-ph.SR
2684,2684,[0. 0. 0. ... 0. 0. 0.],physics.optics
2685,2685,[0. 0. 0. ... 0. 0. 0.],physics.optics
2686,2686,[0. 0. 0. ... 0. 0. 0.],hep-ph
2687,2687,[0. 0. 0. ... 0. 0. 0.],astro-ph
2688,2688,[0. 0. 0. ... 0. 0. 0.],math.AP
2689,2689,[0. 0. 0. ... 0. 0. 0.],stat.ML
2690,2690,[0. 0. 0. ... 0. 0. 0.],quant-ph
2691,2691,[0. 0. 0. ... 0. 0. 0.],astro-ph
2692,2692,[0. 0. 0. ... 0. 0. 0.],cs.LG
2693,2693,[0. 0. 0. ... 0. 0. 0.],astro-ph.SR
2694,2694,[0. 0. 0. ... 0. 0. 0.],quant-ph
2695,2695,[0. 0. 0. ... 0. 0. 0.],quant-ph
2696,2696,[0. 0. 0. ... 0. 0. 0.],cond-mat.mtrl-sci
2697,2697,[0. 0. 0. ... 0. 0. 0.],stat.ML
2698,2698,[0. 0. 0. ... 0. 0. 0.],cond-mat.mtrl-sci
2699,2699,[0. 0. 0. ... 0. 0. 0.],astro-ph
2700,2700,[0. 0. 0. ... 0. 0. 0.],stat.ML
2701,2701,[0. 0. 0. ... 0. 0. 0.],cond-mat.mes-hall
2702,2702,[0. 0. 0. ... 0. 0. 0.],astro-ph.SR
2703,2703,[0. 0. 0. ... 0. 0. 0.],physics.optics
2704,2704,[0. 0. 0. ... 0. 0. 0.],hep-th
2705,2705,[0. 0. 0. ... 0. 0. 0.],math.CO
2706,2706,[1. 0. 0. ... 0. 0. 0.],cond-mat.mes-hall
2707,2707,[0. 0. 0. ... 0. 0. 0.],hep-ph
2708,2708,[0. 0. 0. ... 0. 0. 0.],astro-ph
2709,2709,[0. 0. 0. ... 0. 0. 0.],math.AP
2710,2710,[0. 0. 0. ... 0. 0. 0.],cs.LG
2711,2711,[0. 0. 0. ... 0. 0. 0.],astro-ph.SR
2712,2712,[0. 0. 0. ... 0. 0. 0.],cond-mat.mes-hall
2713,2713,[0. 0. 0. ... 0. 0. 0.],cond-mat.mtrl-sci
2714,2714,[0. 0. 0. ... 0. 0. 0.],quant-ph
2715,2715,[0. 0. 0. ... 0. 0. 0.],astro-ph.SR
2716,2716,[0. 0. 0. ... 0. 0. 0.],gr-qc
2717,2717,[0. 0. 0. ... 0. 0. 0.],hep-th
2718,2718,[0. 0. 0. ... 0. 0. 0.],gr-qc
2719,2719,[0. 0. 0. ... 0. 0. 0.],cs.LG
2720,2720,[0. 0. 0. ... 0. 0. 0.],quant-ph
2721,2721,[0. 0. 0. ... 0. 0. 0.],physics.optics
2722,2722,[0. 0. 1. ... 0. 0. 0.],astro-ph.GA
2723,2723,[0. 0. 0. ... 0. 0. 0.],gr-qc
2724,2724,[0. 0. 0. ... 0. 0. 0.],gr-qc
2725,2725,[0. 0. 0. ... 0. 0. 0.],stat.ML
2726,2726,[0. 0. 0. ... 0. 0. 0.],cond-mat.mtrl-sci
2727,2727,[0. 0. 0. ... 0. 0. 0.],astro-ph
2728,2728,[0. 0. 0. ... 0. 0. 0.],cs.LG
2729,2729,[0. 0. 0. ... 0. 0. 0.],hep-th
2730,2730,[0. 0. 0. ... 0. 0. 0.],physics.optics
2731,2731,[0. 0. 0. ... 0. 0. 0.],cond-mat.mes-hall
2732,2732,[0. 0. 0. ... 0. 0. 0.],stat.ML
2733,2733,[0. 0. 0. ... 0. 0. 0.],astro-ph.CO
2734,2734,[0. 0. 0. ... 0. 0. 0.],gr-qc
2735,2735,[1. 0. 0. ... 0. 0. 0.],cond-mat.mes-hall
2736,2736,[0. 0. 0. ... 0. 0. 0.],stat.ML
2737,2737,[0. 0. 0. ... 0. 0. 0.],astro-ph
2738,2738,[0. 0. 0. ... 0. 0. 0.],astro-ph.GA
2739,2739,[1. 0. 0. ... 0. 0. 0.],hep-th
2740,2740,[1. 0. 0. ... 0. 0. 0.],math.AP
2741,2741,[1. 0. 0. ... 0. 0. 0.],cond-mat.mtrl-sci
2742,2742,[0. 0. 0. ... 0. 0. 0.],hep-ph
2743,2743,[0. 0. 0. ... 0. 0. 0.],hep-ph
2744,2744,[0. 0. 0. ... 0. 0. 0.],cs.LG
2745,2745,[1. 0. 0. ... 0. 0. 0.],astro-ph.SR
2746,2746,[0. 0. 0. ... 0. 0. 0.],astro-ph
2747,2747,[0. 0. 1. ... 0. 0. 0.],astro-ph.SR
2748,2748,[0. 0. 0. ... 0. 0. 0.],math.AP
2749,2749,[0. 0. 0. ... 0. 0. 0.],cond-mat.mes-hall
2750,2750,[0. 0. 0. ... 0. 0. 0.],cs.LG
2751,2751,[1. 0. 0. ... 0. 0. 0.],cond-mat.mtrl-sci
2752,2752,[0. 0. 0. ... 0. 0. 0.],physics.optics
2753,2753,[0. 0. 0. ... 0. 0. 0.],math.CO
2754,2754,[0. 0. 0. ... 0. 0. 0.],math.CO
2755,2755,[0. 0. 0. ... 0. 0. 0.],astro-ph.GA
2756,2756,[0. 0. 0. ... 0. 0. 0.],hep-ph
2757,2757,[0. 0. 0. ... 0. 0. 0.],astro-ph.CO
2758,2758,[0. 0. 0. ... 0. 0. 0.],physics.optics
2759,2759,[0. 0. 0. ... 0. 0. 0.],hep-th
2760,2760,[0. 0. 0. ... 0. 0. 0.],physics.optics
2761,2761,[0. 0. 0. ... 0. 0. 0.],cond-mat.mes-hall
2762,2762,[0. 0. 0. ... 0. 0. 0.],astro-ph.CO
2763,2763,[0. 0. 0. ... 0. 0. 0.],math.AP
2764,2764,[0. 0. 0. ... 0. 0. 0.],math.AP
2765,2765,[0. 0. 0. ... 0. 0. 0.],astro-ph.GA
2766,2766,[0. 0. 0. ... 0. 0. 0.],gr-qc
2767,2767,[0. 0. 0. ... 0. 0. 0.],cond-mat.mes-hall
2768,2768,[0. 0. 0. ... 0. 0. 0.],astro-ph.CO
2769,2769,[0. 0. 0. ... 0. 0. 0.],cs.LG
2770,2770,[0. 0. 0. ... 0. 0. 0.],math.CO
2771,2771,[0. 0. 0. ... 0. 0. 0.],stat.ML
2772,2772,[0. 0. 0. ... 0. 0. 0.],quant-ph
2773,2773,[0. 0. 0. ... 0. 0. 0.],math.CO
2774,2774,[0. 0. 0. ... 0. 0. 0.],gr-qc
2775,2775,[0. 0. 0. ... 0. 0. 0.],cond-mat.mtrl-sci
2776,2776,[0. 0. 1. ... 0. 0. 0.],astro-ph.SR
2777,2777,[0. 0. 0. ... 0. 0. 0.],astro-ph.CO
2778,2778,[0. 0. 1. ... 0. 0. 0.],astro-ph
2779,2779,[0. 0. 0. ... 0. 0. 0.],cond-mat.mes-hall
2780,2780,[1. 0. 0. ... 0. 0. 0.],gr-qc
2781,2781,[0. 0. 0. ... 0. 0. 0.],math.AP
2782,2782,[0. 0. 0. ... 0. 0. 0.],astro-ph.GA
2783,2783,[0. 0. 0. ... 0. 0. 0.],cond-mat.mes-hall
2784,2784,[1. 0. 0. ... 0. 0. 0.],astro-ph
2785,2785,[0. 0. 0. ... 0. 0. 0.],astro-ph.SR
2786,2786,[0. 0. 0. ... 0. 0. 0.],quant-ph
2787,2787,[0. 0. 0. ... 0. 0. 0.],astro-ph.SR
2788,2788,[0. 0. 0. ... 0. 0. 0.],hep-th
2789,2789,[0. 0. 0. ... 0. 0. 0.],physics.optics
2790,2790,[0. 0. 0. ... 0. 0. 0.],cond-mat.mes-hall
2791,2791,[0. 0. 0. ... 0. 0. 0.],astro-ph.SR
2792,2792,[0. 0. 0. ... 0. 0. 0.],astro-ph.GA
2793,2793,[0. 0. 0. ... 0. 0. 0.],hep-th
2794,2794,[0. 0. 0. ... 0. 0. 0.],hep-th
2795,2795,[0. 0. 0. ... 0. 0. 0.],math.CO
2796,2796,[0. 0. 0. ... 0. 0. 0.],stat.ML
2797,2797,[1. 0. 0. ... 0. 0. 0.],astro-ph
2798,2798,[0. 0. 0. ... 0. 0. 0.],cs.LG
2799,2799,[0. 0. 0. ... 0. 0. 0.],cs.LG
2800,2800,[0. 0. 0. ... 0. 0. 0.],cs.LG
2801,2801,[0. 0. 0. ... 0. 0. 0.],astro-ph.GA
2802,2802,[0. 0. 0. ... 0. 0. 0.],stat.ML
2803,2803,[0. 0. 0. ... 0. 0. 0.],math.AP
2804,2804,[0. 0. 0. ... 0. 0. 0.],quant-ph
2805,2805,[0. 0. 0. ... 0. 0. 0.],astro-ph
2806,2806,[0. 0. 0. ... 0. 0. 0.],astro-ph.CO
2807,2807,[0. 0. 0. ... 0. 0. 0.],gr-qc
2808,2808,[0. 0. 0. ... 0. 0. 0.],astro-ph.CO
2809,2809,[0. 0. 0. ... 0. 0. 0.],cs.LG
2810,2810,[0. 0. 0. ... 0. 0. 0.],cs.LG
2811,2811,[0. 0. 0. ... 0. 0. 0.],astro-ph.GA
2812,2812,[0. 0. 0. ... 0. 0. 0.],gr-qc
2813,2813,[0. 0. 0. ... 0. 0. 0.],cond-mat.mtrl-sci
2814,2814,[0. 0. 0. ... 0. 0. 0.],astro-ph.CO
2815,2815,[0. 0. 0. ... 0. 0. 0.],math.AP
2816,2816,[0. 0. 0. ... 0. 0. 0.],quant-ph
2817,2817,[1. 0. 0. ... 0. 0. 0.],hep-ph
2818,2818,[0. 0. 0. ... 0. 0. 0.],astro-ph
2819,2819,[0. 0. 0. ... 0. 0. 0.],astro-ph
2820,2820,[0. 0. 0. ... 0. 0. 0.],quant-ph
2821,2821,[0. 0. 0. ... 0. 0. 0.],cond-mat.mes-hall
2822,2822,[0. 0. 0. ... 0. 0. 0.],cond-mat.mes-hall
2823,2823,[0. 0. 0. ... 0. 0. 0.],quant-ph
2824,2824,[1. 0. 0. ... 0. 0. 0.],cond-mat.mtrl-sci
2825,2825,[0. 0. 1. ... 0. 0. 0.],astro-ph.SR
2826,2826,[0. 0. 0. ... 0. 0. 0.],hep-th
2827,2827,[0. 0. 0. ... 0. 0. 0.],astro-ph.CO
2828,2828,[0. 0. 0. ... 0. 0. 0.],astro-ph.CO
2829,2829,[1. 0. 0. ... 0. 0. 0.],astro-ph.CO
2830,2830,[0. 0. 0. ... 0. 0. 0.],quant-ph
2831,2831,[0. 0. 0. ... 0. 0. 0.],hep-th
2832,2832,[0. 0. 0. ... 0. 0. 0.],physics.optics
2833,2833,[0. 0. 0. ... 0. 0. 0.],math.CO
2834,2834,[1. 0. 0. ... 0. 0. 0.],cond-mat.mtrl-sci
2835,2835,[0. 0. 0. ... 0. 0. 0.],math.CO
2836,2836,[0. 0. 0. ... 0. 0. 0.],math.CO
2837,2837,[0. 0. 0. ... 0. 0. 0.],astro-ph.CO
2838,2838,[0. 0. 0. ... 0. 0. 0.],math.AP
2839,2839,[0. 0. 0. ... 0. 0. 0.],stat.ML
2840,2840,[0. 0. 0. ... 0. 0. 0.],stat.ML
2841,2841,[0. 0. 0. ... 0. 0. 0.],cond-mat.mes-hall
2842,2842,[0. 0. 0. ... 0. 0. 0.],physics.optics
2843,2843,[0. 0. 0. ... 0. 0. 0.],astro-ph.CO
2844,2844,[0. 0. 0. ... 0. 0. 0.],physics.optics
2845,2845,[1. 0. 0. ... 0. 0. 0.],astro-ph.CO
2846,2846,[0. 0. 0. ... 0. 0. 0.],math.CO
2847,2847,[0. 0. 0. ... 0. 0. 0.],cs.LG
2848,2848,[0. 0. 0. ... 0. 0. 0.],cond-mat.mes-hall
2849,2849,[0. 0. 0. ... 0. 0. 0.],astro-ph.CO
2850,2850,[0. 0. 0. ... 0. 0. 0.],hep-ph
2851,2851,[0. 0. 0. ... 0. 0. 0.],math.CO
2852,2852,[0. 0. 0. ... 0. 0. 0.],stat.ML
2853,2853,[0. 0. 0. ... 0. 0. 0.],cond-mat.mes-hall
2854,2854,[0. 0. 0. ... 0. 0. 0.],hep-th
2855,2855,[0. 0. 0. ... 0. 0. 0.],cs.LG
2856,2856,[0. 0. 0. ... 0. 0. 0.],astro-ph.CO
2857,2857,[0. 0. 1. ... 0. 0. 0.],astro-ph.SR
2858,2858,[0. 0. 0. ... 0. 0. 0.],hep-th
2859,2859,[0. 0. 0. ... 0. 0. 0.],physics.optics
2860,2860,[0. 0. 0. ... 0. 0. 0.],quant-ph
2861,2861,[0. 0. 1. ... 0. 0. 0.],astro-ph.SR
2862,2862,[0. 0. 0. ... 0. 0. 0.],physics.optics
2863,2863,[0. 0. 0. ... 0. 0. 0.],hep-ph
2864,2864,[0. 0. 0. ... 0. 0. 0.],math.CO
2865,2865,[0. 0. 0. ... 0. 0. 0.],astro-ph.CO
2866,2866,[0. 0. 0. ... 0. 0. 0.],math.CO
2867,2867,[0. 0. 0. ... 0. 0. 0.],astro-ph
2868,2868,[0. 0. 0. ... 0. 0. 0.],math.CO
2869,2869,[0. 0. 0. ... 0. 0. 0.],hep-th
2870,2870,[0. 0. 0. ... 0. 0. 0.],cond-mat.mtrl-sci
2871,2871,[0. 0. 0. ... 0. 0. 0.],hep-th
2872,2872,[0. 0. 0. ... 0. 0. 0.],physics.optics
2873,2873,[0. 0. 0. ... 0. 0. 0.],hep-ph
2874,2874,[0. 0. 0. ... 0. 0. 0.],hep-ph
2875,2875,[1. 0. 0. ... 0. 0. 0.],cond-mat.mtrl-sci
2876,2876,[0. 0. 0. ... 0. 0. 0.],gr-qc
2877,2877,[0. 0. 0. ... 0. 0. 0.],physics.optics
2878,2878,[0. 0. 0. ... 0. 0. 0.],math.AP
2879,2879,[0. 0. 0. ... 0. 0. 0.],astro-ph.CO
2880,2880,[0. 0. 0. ... 0. 0. 0.],gr-qc
2881,2881,[0. 0. 0. ... 0. 0. 0.],cond-mat.mtrl-sci
2882,2882,[0. 0. 0. ... 0. 0. 0.],astro-ph.CO
2883,2883,[1. 0. 0. ... 0. 0. 0.],hep-ph
2884,2884,[1. 0. 0. ... 0. 0. 0.],astro-ph.CO
2885,2885,[0. 0. 0. ... 0. 0. 0.],stat.ML
2886,2886,[0. 0. 0. ... 0. 0. 0.],astro-ph.GA
2887,2887,[0. 0. 0. ... 0. 0. 0.],stat.ML
2888,2888,[0. 0. 1. ... 0. 0. 0.],astro-ph.GA
2889,2889,[0. 0. 0. ... 0. 0. 0.],quant-ph
2890,2890,[0. 0. 0. ... 0. 0. 0.],math.CO
2891,2891,[0. 0. 0. ... 0. 0. 0.],hep-ph
2892,2892,[1. 0. 0. ... 0. 0. 0.],gr-qc
2893,2893,[0. 0. 0. ... 0. 0. 0.],astro-ph.CO
2894,2894,[0. 0. 0. ... 0. 0. 0.],astro-ph.SR
2895,2895,[0. 0. 0. ... 0. 0. 0.],cond-mat.mtrl-sci
2896,2896,[0. 0. 0. ... 0. 0. 0.],cond-mat.mtrl-sci
2897,2897,[0. 0. 0. ... 0. 0. 0.],cond-mat.mes-hall
2898,2898,[0. 0. 0. ... 0. 0. 0.],math.CO
2899,2899,[1. 0. 0. ... 0. 0. 0.],astro-ph.GA
2900,2900,[0. 0. 0. ... 0. 0. 0.],astro-ph
2901,2901,[0. 0. 0. ... 0. 0. 0.],math.AP
2902,2902,[1. 0. 0. ... 0. 0. 0.],hep-ph
2903,2903,[0. 0. 0. ... 0. 0. 0.],stat.ML
2904,2904,[1. 0. 0. ... 0. 0. 0.],astro-ph.GA
2905,2905,[0. 0. 0. ... 0. 0. 0.],cond-mat.mes-hall
2906,2906,[0. 0. 0. ... 0. 0. 0.],astro-ph
2907,2907,[0. 0. 0. ... 0. 0. 0.],physics.optics
2908,2908,[0. 0. 0. ... 0. 0. 0.],gr-qc
2909,2909,[0. 0. 0. ... 0. 0. 0.],cond-mat.mtrl-sci
2910,2910,[0. 0. 0. ... 0. 0. 0.],gr-qc
2911,2911,[0. 0. 0. ... 0. 0. 0.],hep-th
2912,2912,[1. 0. 0. ... 0. 0. 0.],astro-ph
2913,2913,[0. 0. 1. ... 0. 0. 0.],astro-ph.GA
2914,2914,[0. 0. 0. ... 0. 0. 0.],astro-ph
2915,2915,[1. 0. 0. ... 0. 0. 0.],math.AP
2916,2916,[0. 0. 0. ... 0. 0. 0.],quant-ph
2917,2917,[0. 0. 0. ... 0. 0. 0.],astro-ph.GA
2918,2918,[0. 0. 0. ... 0. 0. 0.],astro-ph
2919,2919,[0. 0. 0. ... 0. 0. 0.],astro-ph.GA
2920,2920,[0. 0. 0. ... 0. 0. 0.],math.AP
2921,2921,[0. 0. 0. ... 0. 0. 0.],astro-ph.SR
2922,2922,[0. 0. 0. ... 0. 0. 0.],astro-ph.CO
2923,2923,[0. 0. 0. ... 0. 0. 0.],hep-th
2924,2924,[0. 0. 1. ... 0. 0. 0.],astro-ph.SR
2925,2925,[0. 0. 0. ... 0. 0. 0.],stat.ML
2926,2926,[0. 0. 0. ... 0. 0. 0.],cs.LG
2927,2927,[0. 0. 0. ... 0. 0. 0.],math.AP
2928,2928,[0. 0. 0. ... 0. 0. 0.],astro-ph
2929,2929,[0. 0. 0. ... 0. 0. 0.],hep-ph
2930,2930,[0. 0. 0. ... 0. 0. 0.],astro-ph
2931,2931,[0. 0. 0. ... 0. 0. 0.],astro-ph
2932,2932,[0. 0. 0. ... 0. 0. 0.],stat.ML
2933,2933,[0. 0. 0. ... 0. 0. 0.],cond-mat.mtrl-sci
2934,2934,[0. 0. 0. ... 0. 0. 0.],gr-qc
2935,2935,[1. 0. 0. ... 0. 0. 0.],hep-th
2936,2936,[0. 0. 0. ... 0. 0. 0.],hep-ph
2937,2937,[1. 0. 0. ... 0. 0. 0.],cond-mat.mtrl-sci
2938,2938,[0. 0. 0. ... 0. 0. 0.],quant-ph
2939,2939,[0. 0. 0. ... 0. 0. 0.],math.CO
2940,2940,[0. 0. 0. ... 0. 0. 0.],hep-ph
2941,2941,[0. 0. 0. ... 0. 0. 0.],quant-ph
2942,2942,[0. 0. 0. ... 0. 0. 0.],physics.optics
2943,2943,[0. 0. 0. ... 0. 0. 0.],astro-ph.SR
2944,2944,[0. 0. 0. ... 0. 0. 0.],astro-ph.CO
2945,2945,[1. 0. 0. ... 0. 0. 0.],cond-mat.mes-hall
2946,2946,[1. 0. 0. ... 0. 0. 0.],math.AP
2947,2947,[0. 0. 0. ... 0. 0. 0.],hep-th
2948,2948,[0. 0. 0. ... 0. 0. 0.],cs.LG
