,Id,Abstract,Category
3008,3008,hd young star myr pc away bright edge debris disk resolved scattered light observed hd debris disk far infrared sub millimeter herschel space observatory pacs spire instruments populating spectral energy distribution sed mu aimed determine composition dust grains hd disk sed modeling using geometrical constraints resolved imaging break degeneracies inherent sed modeling found best fitting sed model components outer ring centered around au seen scattered light images inner disk near habitable zone star outer disk appears composed grains mu consisting silicates carbonaceous material water ice abundance ratio respectively porosity grains appear consistent cometary grains implying underlying planetesimal population dominated comet like bodies also discuss sigma detection emission mu herschel pacs spectrometer making hd one handful debris disks circumstellar gas detected ,astro-ph.SR
3009,3009,results classical force field geometry optimizations twisted graphene nanoribbons number twists n varying case n corresponds half twist obius nanoribbon presented work structural stability investigated using brenner reactive force field best classical molecular geometries used input semiempirical calculations electronic properties energy levels homo lumo orbitals computed structure ci wavefunctions also calculated complete active space framework taking account eigenstates homo lumo well oscillator strengths corresponding first optical transitions uv vis range lowest energy molecules found less symmetric initial configurations homo lumo energy gaps larger value found nanographene used build due electronic localization effects created twisting high number twists leads sharp increase homo lumo transition energy suggest twisted nanoribbons form crystals stabilized dipolar interactions ,cond-mat.mtrl-sci
3010,3010,highly collimated gas ejections among dramatic structures universe observed emerge different astrophysical systems active galactic nuclei young brown dwarf stars even huge span spatial scales convincing evidence physics origin phenomenon namely acceleration collimation mechanisms classes jets report discovery giant highly collimated jet sanduleak star large magellanic cloud lmc physical extent parsecs distance lmc represents largest stellar jet ever discovered first resolved stellar jet beyond milky way kinematics extreme chemical composition ejecta sanduleak star bear strong resemblance low velocity remnants sna outer filaments famous supernova progenitor candidate e eta carinae moreover precise knowledge jet distance implies possible derive accurate estimates physical properties sanduleak bipolar outflow thus become crucial test bed future theoretical modeling astrophysical jets ,astro-ph.SR
3011,3011,last three decades many papers reported existence luminosity metallicity mass metallicity z relation kinds galaxies massive galaxies also ones metal rich interstellar medium obtained mass metallicity relation different lookback times set galaxies sloan digital sky survey sdss using stellar metallicities estimated spectral synthesis code starlight using stellar metallicities several advantages free biases affect calibration nebular metallicities include study objects nebular metallicity cannot measured agn hosts passive galaxies probe metallicities different epochs galaxy evolution found z relation steepens spans wider range mass metallicity higher redshifts sdss galaxies also modeled time evolution stellar metallicity closed box chemical evolution model galaxies different types masses results suggest z relation galaxies present day stellar masses solar masses mainly driven star formation history inflows outflows ,astro-ph.CO
3012,3012,discuss possible implications large interaction cross section cosmic rays dark matter particles due new physics tev scale particular models extra dimensions low fundamental scale gravity cross section grows fast transplanckian energies argue knee observed cosmic ray flux caused interactions show hypothesis implies well defined flux secondary gamma rays seems consistent milagro observations ,hep-ph
3013,3013,demonstrate emission light fluorescent molecules proximity periodic arrays nanoantennas plasmonic crystals strongly modified arrays covered dielectric film coupling localized surface plasmon resonances photonic states leads surface modes increase density optical states improve light extraction excited dye molecules preferentially decay radiatively modes exhibiting enhanced directional emission ,physics.optics
3014,3014,let g v g e g simple graph non empty set subseteq v g weakly connected dominating set g subgraph obtained g removing edges joining two vertices v g setminus connected paper consider graphs study number weakly connected dominating sets ,math.CO
3015,3015,study problem imitation learning demonstrations multiple coordinating agents one key challenge setting learning good model coordination difficult since coordination often implicit demonstrations must inferred latent variable propose joint approach simultaneously learns latent coordination model along individual policies particular method integrates unsupervised structure learning conventional imitation learning illustrate power approach difficult problem learning multiple policies fine grained behavior modeling team sports different players occupy different roles coordinated team strategy show coordination model infer roles players yields substantially improved imitation loss compared conventional baselines ,cs.LG
3016,3016,newman penrose formalism used deal massless scalar neutrino electromagnetic gravitino gravitational quasinormal modes qnms schwarzschild black holes united form quasinormal mode frequencies evaluated using rd order wkb potential approximation show boson perturbations fermion perturbations behave contrary way variation oscillation frequencies spin longer true damping variate way boson fermion perturbations ,gr-qc
3017,3017,quasi particle tunneling phenomena paired fractional quantum hall states studied single point contact system first considered relevancy quasi particle tunneling term strong tunneling regime investigated using instanton method shown strong quasi particle tunneling regime described weak electron tunneling regime effectively expanding network model paired quantum hall liquid insulator transition discussed ,cond-mat.mes-hall
3018,3018,linear discriminant analysis lda electronic health records ehr data widely used early detection diseases classical lda ehr data classification however suffers two handicaps ill posed estimation lda parameters e g covariance matrix linear inseparability ehr data handle two issues paper propose novel classifier fwda fast wishart discriminant analysis makes predictions ensemble way specifically fwda first surrogates distribution inverse covariance matrices using wishart distribution estimated training data weighted averages classification results multiple lda classifiers parameterized sampled inverse covariance matrices via bayesian voting scheme weights voting optimally updated adapt new input data enable nonlinear classification theoretical analysis indicates fwda possesses fast convergence rate robust performance high dimensional data extensive experiments large scale ehr dataset show approach outperforms state art algorithms large margin ,cs.LG
3019,3019,let k p lambda mu graph p parts part size multiplicity pair vertices part different parts lambda mu respectively paper consider following embedding problem graph decomposition k p lambda mu extended hamiltonian decomposition k p r lambda mu r general result proved used solve embedding problem r geq frac lambda mu frac p problem also solved r small possible two different senses namely r r frac lambda mu p ,math.CO
3020,3020,consider poset weighted partitions pi n w introduced dotsenko khoroshkin study certain pair dual operads maximal intervals pi n w provide generalization lattice pi n partitions show possesses many well known properties pi n particular prove intervals el shellable show obius invariant maximal interval given sign number rooted trees node set dots n fixed number descents find combinatorial bases homology cohomology give explicit sign twisted mathfrak n module isomorphism cohomology multilinear component free lie algebra two compatible brackets also show characteristic polynomial pi n w nice factorization analogous pi n ,math.CO
3021,3021,present effective mass theory sige si sige quantum wells emphasis calculating valley splitting theory introduces valley coupling parameter v v encapsulates physics quantum well interface new effective mass parameter computed means tight binding theory resulting formalism provides rather simple analytical results several geometries interest including finite square well quantum well electric field modulation doped two dimensional electron gas particular importance problem quantum well magnetic field grown miscut substrate latter may pose numerical challenge atomistic techniques like tight binding two dimensional nature effective mass theory however results straightforward analytical compare effective mass results tight binding theory obtaining excellent agreement ,cond-mat.mtrl-sci
3022,3022,study cauchy problem non linear non local operators may degenerate general framework includes cases jump intensity allowed depend values solution e g porous medium equation fractional laplacian parabolic fractional p laplacian show existence uniqueness bounded solutions study properties several new examples non local non linear operators provided ,math.AP
3023,3023,construct boundary state describing magnetized branes r x use compute annulus moebius amplitudes derive using open closed string duality number landau levels torus ,hep-th
3024,3024,present technique mapping complete spatial intensity profile laser beam fluorescence atomic vapour propagate shaped light rubidium vapour cell record resonant scattering side single measurement obtain camera limited resolution x transverse points longitudinal points constrast invasive methods camera placed beam path method capable measuring patterns formed counterpropagating laser beams high resolution dimensions fast completely automated technique applications areas require complex beam shapes optical tweezers atom trapping pattern formation ,physics.optics
3025,3025,normalized volume chan robbins yuen polytope cry n product consecutive catalan numbers polytope cry n captivated combinatorial audiences decade combinatorial proof volume formula quest understand cry n better third author morales introduced two natural generalizations conjectured volumes certain powers multiplied product consecutive catalan numbers zeilberger proved one conjectures paper present proofs conjectures ,math.CO
3026,3026,investigate evolution intermediate mass imbhs stellar bhs binary black holes bhbs deposited near supermassive black hole smbh population massive star clusters stellar bhs rapidly segregate around smbh driving formation extreme mass ratio inspirals coalesce rate gamma yr gpc redshift z imbhs orbiting smbh favour formation massive pairs coalescence within hubble time merger rate channel gamma yr gpc recoiling kicks post merger eject remnant galaxy centre especially dwarf galaxies results suggest mechanism lead ejected smbh within gpc imbh co existing single binary bhs cluster affect significantly evolution either driving binary disruption yielding intermediate mass ratio inspirals merger rate gamma yr gpc boosting bhbs coalescence gamma yr gpc simulations smbh boosts bhbs coalescence leading process merger rate gamma yr gpc note bhbs experiencing merger galactic nucleus erroneously estimated sim heavier really doppler shift wave frequency caused rapid motion around smbh simulations carried using n body code tailored treat close encounters post newtonian dynamics includes also galaxy field dynamical friction particles equation motion ,astro-ph.GA
3027,3027,performed optical simultaneous dual band sdss g band photometry low resolution spectroscopy wz sge type dwarf nova ez lyn superoutburst dual band photometry revealed g color reddened decrease brightness main superoutburst following rebrightening phase whereas color became bluer decrease brightness slow final decline phase fit photometric results blackbody function estimated disk radius ratio ratio disk radius binary separation compared v wz sge type object show rebrightening superoutburst comparison revealed disk radius ratio ez lyn decreased slowly v radius ratio ez lyn end main superoutburst larger v results favor mass reservoir model mechanism rebrightening superoutburst plateau subsequent rebrightening phase h alpha h beta lines detected h alpha line showed double peak profile estimated disk radius ratio comparison ratio derived photometry indicates h alpha disk larger photometric one suggests optically thin gas extended outer region optically thick gas disk possibly responsible rebrightening phenomenon time series dual band photometry main superoutburst revealed color variations early superhump show roughly behavior v whereas color variations ordinary superhump display clear anticorrelation brightness contrast seen v ,astro-ph.SR
3028,3028,prove gamma convergence result space dependent weak membrane energies truncated quadratic potentials quadratic threshold depending pair points considering constant prove limit surface energy density coincides one spin systems bulk energy density affected different levels truncation coincides purely elastic energy density ,math.AP
3029,3029,study problem estimating low rank matrices linear measurements k matrix sensing nonconvex optimization propose efficient stochastic variance reduced gradient descent algorithm solve nonconvex optimization problem matrix sensing algorithm applicable noisy noiseless settings case noisy observations prove algorithm converges unknown low rank matrix linear rate minimax optimal statistical error noiseless setting algorithm guaranteed linearly converge unknown low rank matrix achieves exact recovery optimal sample complexity notably overall computational complexity proposed algorithm defined iteration complexity times per iteration time complexity lower state art algorithms based gradient descent experiments synthetic data corroborate superiority proposed algorithm state art algorithms ,stat.ML
3030,3030,study constraints primordial magnetic fields pmfs light experiment detect global epoch reionization signature edges low band observation absolute radiometer cosmology astrophysics diffuse emission arcade presence pmfs cm differential brightness temperature modify due heating gas decaying magnetic fields arcade observation detected excess radio radiation frequency range ghz using arcade edges observations find upper constraint length scale mpc primordial magnetic field b rm mpc lesssim pg nearly scale invariant pmfs using observed excess radio radiation however taking account heating effects due x ray vdkz venumadhav et al upper constraint strength primordial magnetic fields lowered b rm mpc lesssim pg ,astro-ph.CO
3031,3031,work part ongoing research programme study possible primordial black hole pbh formation radiation dominated era early universe working within spherical symmetry specify initial configuration terms curvature profile represents initial conditions large amplitude metric perturbations away homogeneous friedmann robertson walker model required pbh formation using asymptotic quasi homogeneous solution relate curvature profile density velocity fields early enough time length scale configuration much larger cosmological horizon treated small perturbations background values present general analytic solutions density velocity profiles solutions enable us consider self consistent way formation pbhs wide variety cosmological situations cosmological fluid treated arbitrary mixture different components different equations state show analytical solutions density velocity profiles functions initial time pure growing modes use two different parametrisation curvature profile follow numerically evolution range initial configuration ,gr-qc
3032,3032,study worldsheet conformal invariance bosonic string propagating curved background using hamiltonian formalism order formulate problem background independent manner first rewrite worldsheet theory language describes single particle moving infinite dimensional curved spacetime language developed formal level without regularizing infinite dimensional traces adopt dewitt phys rev coordinate independent formulation quantum mechanics present context given expressions classical virasoro generators procedure enables us define coordinate invariant quantum analogues call dewitt virasoro generators framework also enables us calculate invariant matrix elements arbitrary operator constructed dewitt virasoro generators two arbitrary scalar states using tools calculate dewitt virasoro algebra spin zero representation result given witt algebra additional anomalous terms vanish ricci flat backgrounds analysis need performed order precisely relate beta function computation friedan others finally explain analysis improves understanding showing conformal invariance certain pp wave recently discussed using hamiltonian framework ,hep-th
3033,3033,performed inelastic scanning tunneling spectroscopy ists individual fe atoms adsorbed ag surface ists reveals magnetization excitation lifetime fsec decreases linearly upon application magnetic field astoundingly find g factor characterizes shift energy excitation magnetic field g instead regular value enhancement understood considering complete electronic structure ag surface state fe atom shown ab initio calculations magnetic susceptibility ,cond-mat.mes-hall
3034,3034,experiments shown tunneling current co al magnetic tunneling junction mtj positively spin polarized opposite intuitively expected standard tunneling theory gives spin polarization exclusively dependent density states dos e f co layers report theoretical results give positive tunneling spin polarization tunneling magnetoresistance tmr good agreement experiments density functional theory dft calculations al rich interface mtj atomic level disorder shown positively polarized dos near interface also provide atomic model calculation gives insights source positive polarization layer spin dependent effective mass model using values extracted dft results used calculate tunneling current shows positive spin polarization finally calculate tmr tunneling spin polarization shows good agreement experiments ,cond-mat.mes-hall
3035,3035,among many anticipated applications graphene transistors si microelectronics greatly benefit possibility deposit graphene directly semiconductor grown si wafer report ge layers si wafers uniformly covered graphene temperatures deg c melting temperature ge graphene closed sheet resistivity strongly decreasing growth temperature weakly decreasing amount deposited c reaching kohm sq activation energy surface roughness low ev constant throughout range temperatures graphene formed density functional theory calculations indicate major physical processes affecting growth substitution ge surface dimers c interaction c clusters ge monomers formation chemical bonds graphene edge ge processes surpassed ch surface diffusion c atoms delivered ch results study indicate graphene produced directly active region transistor process compatible si technology ,cond-mat.mes-hall
3036,3036,present new bepposax lecs mecs pds observations four flat spectrum radio quasars fsrq effective spectral indices alpha ro alpha ox typical high energy peaked bl lacs sources x ray radio flux ratios average times larger classical fsrq lie extreme end fsrq x ray radio flux ratio distribution collected data cover energy range kev observer frame reaching kev one object bepposax band one sources rgb j dominated synchrotron emission peaking x hz also shown steep energy index alpha x spectrum makes object first known fsrq whose x ray emission due inverse compton radiation two sources display flat bepposax spectrum alpha x weak indications steepening low x ray energies combination bepposax rosat observations non simultaneous multifrequency data synchrotron inverse compton model suggest synchrotron peak frequencies hz although better coverage spectral energy distributions needed provide firmer values confirmed values typical intermediate bl lacs synchrotron inverse compton components overlap bepposax band sources although firmly radio loud regime powers typical high energy peaked bl lacs fsrq indeed radio powers put near low luminosity end fsrq luminosity function discuss terms anti correlation synchrotron peak frequency total power based physical arguments also possibly due selection effect ,astro-ph
3037,3037,present extension spinor integration formalism one loop amplitudes double cut single cut case technique applied computation tadpole coefficients moreover describe shell continuation one loop amplitudes allows finite evaluation unitarity cuts channel single massive external fermion ,hep-ph
3038,3038,deformation twinning hexagonal crystals often considered way palliate lack independent slip systems mechanism might either exacerbated shut small scale crystals whose mechanical behavior significantly deviate bulk materials show sub micron beryllium fibers initially free dislocation tensile tested situ transmission electron microscope tem deform bar langle bar rangle twin thickening propagation speed twin boundary seems entirely controlled nucleation twinning dislocations directly surface shear produced agreement repeated lateral motion twinning dislocations demonstrate activation volume v associated twin boundary propagation retrieved measure twin boundary speed stress decreases classical relaxation mechanical test value v approx pm times comparable value expected surface nucleation ,cond-mat.mtrl-sci
3039,3039,making use new n body model describe evolution moderate size globular cluster investigate characteristics population black holes within cluster model reaches core collapse achieves peak central density typical dense globular clusters milky way within high density environment see direct confirmation merging two stellar remnant black holes dynamically formed binary gravitational wave source describe formation evolution ultimate ejection destruction binary systems containing black holes impacts evolution cluster core also comparison previous models lower density show period distribution black hole binaries formed dynamical interactions high density model favours production gravitational wave sources confirm number black holes remaining star cluster late times characteristics binary black hole population depend nature star cluster critically number density stars extension relaxation timescale ,astro-ph.GA
3040,3040,present new finite volume method computing numerical approximations system nonlocal transport equation modeling interacting species method based work nonlocal continuity equations treated conservative transport equations nonlocal nonlinear rough velocity field analyze properties method illustrate results numerical simulations ,math.AP
3041,3041,paper method developed investigate relativistic quantum information anyons anyons particles intermediate statistics ranging bose einstein fermi dirac statistics parameter alpha alpha characteristic intermediate statistics density matrix also introduced combination density matrices bosons fermions continuous parameter alpha represents behavior anyons density matrix reduces bosonic fermionic density matrices limits alpha rightarrow alpha rightarrow respectively compute entanglement entropy negativity coherency anyons non inertial frames function alpha small values acceleration anyons alpha observed least entanglement high acceleration limits however negativity anyons alpha found less anyons alpha semions particles alpha found less coherent values fractional parameter ,quant-ph
3042,3042,n vertex graph whose degree set consists exactly n elements called antiregular graph type graphs usually considered opposite regular graphs irregularity measure im connected graph g non negative graph invariant satisfying property im g g regular total irregularity graph g denoted irr g defined irr g sum u v subseteq v g u v v g vertex set g u v denote degrees vertices u v respectively antiregular graphs nonregular graphs according irregularity measure irr however various non antiregular graphs also nonregular graphs respect irregularity measure note two new irregularity measures high discriminatory ability devised antiregular graphs nonregular graphs according proposed measures ,math.CO
3043,3043,used newtonian sph smooth particle hydrodynamics code follow final stages evolution coalescing binary system neutron star black hole find outcome merger sensitive equation state describing neutron star neutron star soft equation state polytrope index gamma completely disrupted fairly large long lived accretion torus formed ,astro-ph
3044,3044,consider statistical inverse learning problem observe image function f linear operator random design points x superposed additive noise distribution design points unknown general analyze simultaneously direct estimation af inverse estimation f learning problems general framework obtain strong weak minimax optimal rates convergence number observations n grows large large class spectral regularization methods regularity classes defined appropriate source conditions improves completes previous results obtained related settings optimality obtained rates shown exponent n also explicit dependency constant factor variance noise radius source condition set ,stat.ML
3045,3045,study dynamics anisotropic bianchi type ix models matter cosmological constant models thought describing role anisotropy early stages inflation concurrence cosmological constant anisotropy sufficient produce chaotic dynamics gravitational degrees freedom connected presence critical point saddle center type phase space system invariant character chaos guaranteed topology cylinders emanating unstable periodic orbits neighborhood saddle center discuss possible mechanism amplification specific wavelengths inhomogeneous fluctuations models geometrical interpretation given wald inequality terms invariant tori destruction increasing values cosmological constant ,gr-qc
3046,3046,optical orbital angular momentum oam provides additional dimension photons carry information high capacity optical communication although practical needs intrigued generations miniaturized devices manipulate oam modes various integrated platforms chip oam detection still challenging match newly developed compact oam emitter oam transmission fiber demonstrate ultra compact device e single plasmonic nanohole efficiently measure optical beam oam state nondestructive way device size reduced hundreds nanometers easily fabricated installed current oam devices flexible robust way situ oam monitoring detection optical fiber networks long distance optical communication systems proper optimization nanohole parameters approach extended discriminate oam information multiplexed multiple wavelengths polarizations ,physics.optics
3047,3047,model based solution approaches problem learning unknown environment exploring learn model parameters takes toll regret optimal performance respect regret pac bounds achievable algorithm exploits respect reward explores respect model parameters respectively paper propose tseb thompson sampling based algorithm adaptive exploration bonus aims solve problem tighter pac guarantees cautious regret well proposed approach maintains distributions model parameters successively refined experience given time agent solves model sampled distribution sampled reward distribution skewed exploration bonus order generate informative exploration policy solving used generating experience helps updating posterior model parameters provide detailed analysis pac guarantees convergence proposed approach show adaptive exploration bonus encourages additional exploration required better pac bounds algorithm provide empirical analysis two different simulated domains ,cs.LG
3048,3048,many active stars spots concentrate two permanent active longitudes degrees apart stars dominant part spot activity changes longitude every years called flip flop phenomenon reported stars single binary alike including also sun explain phenomenon non axisymmetric dynamo mode giving rise two permanent active longitudes opposite stellar hemispheres needed together oscillating axisymmetric magnetic field discuss observed characteristics flip flop phenomenon present dynamo solution explain ,astro-ph
3049,3049,anisotropic magnetoresistance change tendency resistance material mutual orientation electric current external magnetic field report experimental observations dirac semimetal cdas giant anisotropic magnetoresistance transverse version called planar hall effect relative anisotropic magnetoresistance negative k high anisotropy minus sign isotropic nonmagnetic material attributed field dependent current along magnetic field may induced berry curvature band structure observation reveals unusual physical phenomena weyl dirac semimetals also finds additional transport signatures weyl dirac fermions negative magnetoresistance ,cond-mat.mes-hall
3050,3050,line efficient network embedding method shown effectiveness dealing large scale undirected directed weighted networks particularly proposes preserve local structure represented first order proximity global structure represented second order proximity network study prove line two proximities line st line nd actually factoring two different matrices separately specifically line st factoring matrix whose entries doubled pointwise mutual information pmi vertex pairs undirected networks shifted constant line nd factoring matrix whose entries pmi vertex context pairs directed networks shifted constant hope finding provide basis extensions generalizations line ,cs.LG
3051,3051,demonstrate combination external magnetic field intrinsic spin orbit interaction results nonadiabatic precession electron spin transmission quantum point contact qpc suggest precession may observed device consisting two qpcs placed series pattern resonant peaks transmission strongly influenced non abelian phase resulting precession moreover novel type resonance associated suppressed rather enhanced transmission emerges strongly nonadiabatic regime shift resonant transmission peaks dependent spin orbit interaction therefore offers novel way directly measure interactions ballistic system ,cond-mat.mes-hall
3052,3052,experimentally demonstrate first time linearly polarized beam focussed asymmetric spot using high numerical aperture focussing system asymmetry predicted richards wolf measured polarization insensitive sensor placed focal region used specially modified photodiode knife edge type set obtain highly resolved images total electric energy density distribution focus results good agreement predictions vectorial focussing theory ,physics.optics
3053,3053,give simple recursion labeled binary sequences computes rational q catalan power series relatively prime non relatively prime cases inspired identical recursions due b elias hogancamp mellit obtained study link homology also compare recursion hogancamp mellit recursion verify connection khovanov rozansky homology n torus links rational q catalan power series general positive n ,math.CO
3054,3054,dynamics collapsing expanding cylindrically symmetric gravitational matter fields lightlike wave fronts studied general relativity using barrabes israel method application general formulae developed collapse matter field satisfies condition r ab g ab b z phi otherwise flat spacetime background studied particular found gravitational collapse purely gravitational wave null dust fluid cannot realized flat spacetime background studies specified collapse purely gravitational waves general conditions collapse found shown waves arrive axis general part reflected spacelike infinity along future light cone part focused form spacetime singularities symmetry axis cases collapse result formation spacetime singularities also identified ,gr-qc
3055,3055,work integrate different computational tools based multi phase field simulations account evolution morphologies crystallographic defects cu sn cu sandwich interconnect structures widely used three dimensional integrated circuits dics specifically work accounts diffusion driven formation disappearance multiple intermetallic phases accelerated electromigration takes account non equilibrium formation vacancies due electromigration work compares nucleation growth coalescence intermetallic layers transient liquid phase bonding virtual joint structure evolution subjected accelerated electromigration conditions different temperatures changes rate dissolution cu intermetallics differences evolution intermetallic layers depending whether act cathodes anodes accounted compared favorably experiments model considers non equilibrium evolution vacancies form due differences couplings diffusing atoms electron flows work significant point defect evolution dic solder joints electromigration deep implications formation coalescence voids ultimately compromise structural functional integrity joints ,cond-mat.mtrl-sci
3056,3056,describe new interactive database grdb geometric objects general area differential geometry database objects include restricted exact solutions einstein field equations grdb designed researchers teachers applied mathematics physics related fields flexible search environment allows database useful wide spectrum interests example practical considerations neutron star models astrophysics abstract space time classification schemes database built using modular object oriented design uses several java technologies e g applets servlets jdbc platform independent well adapted applications developed run world wide web grdb accompanied virtual calculator grtensorj graphical user interface computer algebra system grtensorii used perform online coordinate tetrad basis calculations highly interactive nature grdb allows systematic internal self checking minimization required internal records ,gr-qc
3057,3057,article show asteroseismology spectropolarimetry allow probe dynamical processes massive star interiors first give summary state art second recall mhd mechanisms take place massive stars next show asteroseimology gives strong constraints internal mixing transport angular momentum spectropolarimetry allows unravel role played magnetic fields ,astro-ph.SR
3058,3058,two dimensional materials hot research topic last decade due novel fundamental physics reduced dimension appealing applications systematic discovery functional materials focus many studies present large dataset materials monolayer structures obtained top bottom discovery procedures first screened bulk materials database materials project layered structures topology based algorithm theoretically exfoliate monolayers generated new materials chemical substitution elements known materials others group periodic table structural electronic energetic properties materials consistently calculated provide starting point material screening data mining data analysis artificial intelligence applications present details computational methodology data record technical validation publicly available data http www dmatpedia org ,cond-mat.mtrl-sci
3059,3059,consider cauchy problem wave equations unbounded damping coefficients whole space general class unbounded damping coefficients derive uniform total energy decay estimates together unique existence result weak solution case never impose strong assumptions compactness support initial data means never rely finite propagation speed property solution try deal essential unbounded coefficient case ,math.AP
3060,3060,consider modification single particle schr dinger equation inclusion additional gravitational self potential term follows prescription mass density enters term given psi vec r psi vec r wavefunction mass particle leads nonlinear equation newton schrodinger equation found possess stationary self bound solutions whose energy determined exactly using asymptotic method find particle strongly violates superposition becomes black hole mass approaches planck mass ,gr-qc
3061,3061,paper derive einstein field equation efe considering non commuting two dimensional quantized space excited absorbing energy variation energy level space quantas result change quanta area state means geometry space depends energy exists using holographic principle unruh effect without assumptions like equipartition theorem model leads newton law gravity limit hbar ,gr-qc
3062,3062,g graph h set subgraphs g edge coloring g called h polychromatic every graph h gets colors present g edges h polychromatic number g denoted poly h g largest number colors h polychromatic coloring paper poly h g determined exactly g complete graph h family factors addition poly h g found additive constant term g complete graph h family factors family hamiltonian cycles ,math.CO
3063,3063,pancyclic graph graph contains cycles possible lengths three number vertices graph paper establish new sufficient conditions graph pancyclic terms edge number spectral radius signless laplacian spectral radius graph ,math.CO
3064,3064,investigate regularity issue diffuse reflection boundary problem stationary linearized boltzmann equation hard sphere potential cutoff hard potential cutoff maxwellian molecular gases strictly convex bounded domain obtain pointwise estimates first derivatives solution provided boundary temperature bounded differentiable solution bounded result understood stationary version velocity averaging lemma mixture lemma ,math.AP
3065,3065,physics light matter interactions strongly constrained small value fine structure constant small size atom overcoming limitations long standing challenge recent theoretical experimental breakthroughs shown two dimensional systems graphene support strongly confined light form plasmons systems unique ability squeeze wavelength light two orders magnitude high confinement requires revisitation main assumptions light matter interactions letter provide general theory light matter interactions systems support plasmons theory reveals conventionally forbidden light matter interactions high order multipolar transitions two plasmon spontaneous emission spin flip transitions occur short time scales comparable conventionally fast transitions findings enable new platforms spectroscopy sensing broadband light generation potential test ground non perturbative quantum electrodynamics ,physics.optics
3066,3066,spintronic devices usually rely long spin relaxation times lengths optimum performance therefore ability modulate quantities external agent offers unique possibilities dominant spin relaxation mechanism technologically important semiconductors yakonov perel dp mechanism vanishes spin carriers electrons confined single conduction subband quantum wire grown certain crystallographic directions polycrystalline quantum wires report modulating dp spin relaxation rate hence spin relaxation length self assembled nm diameter insb nanowires infrared light room temperature dark almost electrons nanowires lowest conduction subband room temperature resulting near complete absence dp relaxation allows observation spin sensitive effects magnetoresistance infrared illumination electrons photoexcited higher subbands dp spin relaxation mechanism revived leading three fold decrease spin relaxation length consequently spin sensitive effects longer observable illumination phenomenon may applications spintronic room temperature infrared photodetection ,cond-mat.mes-hall
3067,3067,strain relaxations p x ordered oxygen layer w measured function temperature across disordering transition using low energy electron diffraction measured strains approach values direction basis measured strain relaxations give quantitative information temperature dependent surface stress using results ab initio calculations surface formation energy different strains determined first principles calculations estimate surface stress changes ordered phase n disordered one along n along moreover observation strains scale inversely domain size confirms strain relaxation takes place domain boundaries ,cond-mat.mtrl-sci
3068,3068,consider demixing problem two high dimensional vectors nonlinear observations number observations far less ambient dimension underlying vectors specifically demonstrate algorithm stably estimate underlying components general emph structured sparsity assumptions components specifically show certain types structured superposition models method provably recovers components given merely n mathcal samples denotes number nonzero entries underlying components moreover method achieves fast linear convergence rate also exhibits fast near linear per iteration complexity certain types structured models also provide range simulations illustrate performance proposed algorithm ,stat.ML
3069,3069,present serendipitous alma detection faint submillimeter galaxy smg lensed foreground z galaxy optimizing source detection deblend system accurately build full spectral energy distribution distant galaxy band radio wavelengths extremely red k colour larger estimate photometric redshift determine physical parameters distant galaxy turns magnified foreground lens factor implies intrinsic ks band magnitude submillimeter flux um mjy sfr msun yr depending adopted tracer values place source towards faint end distribution observed smgs particular among still faint smgs fully characterized spectral energy distribution allows us accurately estimate redshift also measure stellar mass physical properties galaxy studied work representative population faint smgs objects known date undetected optical therefore typically accounted measuring cosmic star formation history sfh faint galaxy population thus likely represents important missing piece understanding cosmic sfh observation characterization major importance achieve solid picture galaxy evolution ,astro-ph.GA
3070,3070,introducing isolated intermediate band ib wide band gap semiconductor potentially improve optical absorption material beyond shockley queisser limitation solar cells present systematic study thermodynamic stability electronic structures optical properties transition metals ti v fe doped cualse potential ib thin film solar cells adopting first principles calculation based hybrid functional method found chemical potential analysis dopants considered stable doped phase exits al atom substituted importantly substitution ib feature determined electronic nature ion electronic configuration drive optimum ib possesses half filled character suitable subbandgap valence band conduction band show ti doped cualse promising candidate ib materials since resulted ib half filled extra absorption peaks occurs optical spectrum accompanied largely enhanced light absorption intensity result offers understanding ib induced transition metals cualse significant fabricate related ib materials ,cond-mat.mtrl-sci
3071,3071,following discovery blue large amplitude pulsators blaps ogle survey additional hot high amplitude pulsating stars discovered zwicky transient facility proposed objects low mass pre white dwarfs pulsations driven opacity iron group elements expanded population pulsating objects decided compute sequence post common envelope stellar models using mesa stellar evolution code examine pulsation properties low mass pre white dwarfs using non adiabatic analysis gyre stellar oscillation code including effects atomic diffusion radiative levitation shown large region instability exists effective temperatures k temperatures least k wide range surface gravities encompasses groups pulsator observed far confirms driving mechanism iron group element opacity make conservative estimates range periods masses temperatures gravities pulsators might observed ,astro-ph.SR
3072,3072,paper prove uniqueness weak solutions vlasov poisson fokker planck system c l p assuming solution local bounded density tends infinite reasonable rate particularly corollary get uniqueness weak solutions initial data f satisfying f v l solves uniqueness weak solutions finite energy addition prove moments respect velocity propagate order higher ,math.AP
3073,3073,study global existence decay spherical equilibrium hele shaw flows surface tension prove without injection fluid perturbations sphere decay zero exponentially fast hand time dependent rate fluid injection hele shaw cell distance moving boundary expanding sphere time dependent radius also decays zero algebraic rate depends injection rate fluid ,math.AP
3074,3074,aim note show introduction certain tableaux called catalan alternative tableaux provides simple elegant description product hopf algebra binary trees defined loday ronco moreover use description introduce new associative product space binary trees ,math.CO
